MGI symbol	NCBI gene ID	Gene Synonym
Sult2a7	638251	Gm7231
Clvs1	74438	4933402J24Rik
Clvs1	74438	Rlbp1l1
Gm14718		
Vmn1r195		V1ri6
Lncbate1	109215	3010033K07Rik
Lncbate1	109215	Lnc-BATE1
Arhgap21	71435	5530401C11Rik
Arhgap21	71435	ARHGAP10
Gm2897		
Trav11d		
Rasal1	19415	MRASAL
Scimp	327957	A430084P05Rik
Gm5575		
Gm28764		
Gm43828		
Gm26881		
Trav7d-5		
Gm45098		
Cd40lg	21947	CD154
Cd40lg	21947	Cd40L
Cd40lg	21947	gp39
Cd40lg	21947	HIGM1
Cd40lg	21947	IMD3
Cd40lg	21947	Ly-62
Cd40lg	21947	T-BAM
Cd40lg	21947	Tnfsf5
Gm2163		
Rogdi	66049	0610011C19Rik
Rogdi	66049	Lzf
Gm49128		
Gm30363		
B3gnt5	108105	
Selenbp2	20342	acetaminophen-binding protein
Selenbp2	20342	AP56
Selenbp2	20342	Lpsb2
Gm10623		
Fam205a2	545611	Gm13298
Rnf144a	108089	Rnf144
Rnf144a	108089	UIP4
Gm2638		
Gm28300		
Gm5274		
	108169010	
Trav12d-1		
Gm18532		
Acy1	109652	1110014J22Rik
Acy1	109652	Acy-1
Gm10593		
Olfr1325		GA_x6K02T2QD78-203513-202575
Olfr1325		MOR102-1
Gm11338		
Gm28762		
Esd-ps		Gm2904
Gm41277		
Gm21112		
Gm3963		
Arhgef9	236915	9630036L12Rik
Arhgef9	236915	collybistin
Gm15258		
Gm36247		
Trav13d-1		
H1f2		0610008C09Rik
H1f2		H1.2
H1f2		H1c
H1f2		H1f2
H1f2		H1var1
H1f2		Hist1h1c
Gm28301		
Gm43827		
Gm48709		
Zfp599		
Gm28763		
Gtf3c5	70239	2700084A09Rik
Gtf3c5	70239	TFiiiC2-63
Gtf3c5	70239	TFIIIC63
Gtf3c5	70239	TFIIICepsilon
Gm14350		
Nt5c1a	230718	Cn1a
Nt5c1a	230718	LOC230718
Serpinb9h	544923	Gm11397
Gm18783		
Eif4e	13684	eIF-4E
Eif4e	13684	If4e
Celsr2	53883	Adgrc2
Celsr2	53883	EGFL2
Celsr2	53883	flamingo
Celsr2	53883	mfmi1
Gm17051		
H3c3		H3-143
H3c3		Hist1h3c
Obox4-ps1		Gm27171
Gm48519		
Obox4-ps2		Gm27172
Cirbp	12696	Cirp
Gm4900		
Mid1-ps1		Gm21857
Gm21860		
Ms4a14	383435	LOC383435
Dock11	75974	5033414A21Rik
Dock11	75974	Zizimin2
Kif20b	240641	33cex
Kif20b	240641	C330014J10Rik
Kif20b	240641	Kif20b
Kif20b	240641	magoo
Kif20b	240641	Mphosph1
Kif20b	240641	N-6 kinesin
Gm10340	100040697	
Gm48399		
Gm6317		
Gm9836		
Larp4b	217980	D13Wsu64e
Larp4b	217980	Larp5
Tspyl5	239364	E130308C19Rik
Trav14d-1		Gm13980
Gm14349		
Gm42676		
Asph	65973	2310005F16Rik
Asph	65973	3110001L23Rik
Asph	65973	aspartyl beta-hydroxylase
Asph	65973	BAH
Asph	65973	calsequestrin-binding protein
Asph	65973	cI-37
Asph	65973	jumbug
Asph	65973	junctate
Asph	65973	Junctin
Gm48520		
Smim27		2010003O02Rik
Smim27		Toporsos
Gm42680		
Gm13547	433416	
Gm49088		
Vip	22353	PHI, peptide histidine isoleucine
Gm49089		
Sema3a	20346	collapsin-1
Sema3a	20346	sema III
Sema3a	20346	Semad
Sema3a	20346	semaphorin III
Sema3a	20346	SemD
Gm9643		
Cers3	545975	4930550L11Rik
Cers3	545975	CerS3
Cers3	545975	Lass3
Cers3	545975	LOC233330
Cers3	545975	related to TRH3
Cers3	545975	T3L
Ndufb6	230075	LOC230075
Gm41290	105245910	
Gm49091		
Gm28588		
Uba1y	22202	A1s9Y-1
Uba1y	22202	Sby
Uba1y	22202	Ube-2
Uba1y	22202	Ube1y-1
Uba1y	22202	Ube1y1
1700111E14Rik		
Ntan1	18203	asparagine-specific N-terminal amidase
Bad	12015	Bbc2
Dgki	320127	C130010K08Rik
Gm14508		
Dhx36	72162	2810407E23Rik
Dhx36	72162	Ddx36
Gm37012		
Gm26585		
Kcng4	66733	4921535I01Rik
Kcng4	66733	KV6.3
Kcng4	66733	KV6.4
Gm5073		
Topors	106021	
4930549C15Rik	75243	
Cacng2	12300	B230105C07Rik
Cacng2	12300	B930041E13Rik
Cacng2	12300	stargazin
Cacng2	12300	TARP gamma 2
Tfap4	83383	AP-4
Tfap4	83383	bHLHc41
Tfap4	83383	D930048N17Rik
Tfap4	83383	Tcfap4
Gm9436		
Gm42477		
Med9os		1700013G23Rik
Olfr693		GA_x6K02T2PBJ9-9055944-9054994
Olfr693		MOR283-8
Adgrd2-ps		Gpr144
Adgrd2-ps		Gpr144-ps
Wdr78	242584	
Gm39288		
Gm6740		
Gm6740		
A730060N03Rik		
Pramel4	347710	D4Ertd792e
Gm2568		
M6pr	17113	CD-MPR
M6pr	17113	Mpr46
Gm31946		
Gm21119		
Gm37291		
1700093K21Rik	67358	b2b3025Clo
Myom2	17930	
Gm49517		
Trav15d-1-dv6d-1		
Gm44990		
Gm44727		
AV356131		
Gm32067		
Gm45110		
Ino80c	225280	D030070L09Rik
B130055M24Rik		
Gm45031		
Trav3d-2		
Smpdl3b	100340	1110054A24Rik
Smpdl3b	100340	Asml3b
Gm48402		
Dnajc6	72685	2810027M23Rik
Dnajc6	72685	auxilin
Gm14358		
Gm48621		
Gm47637		
Trav9d-2		Gm5090
Gm17221		
Gm40649		
Rbp2	19660	Crbp-2
Rbp2	19660	CrbpII
Rbp2	19660	Rbp-2
Gm14362		
Prr14	233895	
4930511A02Rik	74712	
Heyl	56198	bHLHb33
Heyl	56198	Hesr3
Heyl	56198	Hey3
Heyl	56198	Hrt3
Gm36173		
Gm14356		
Gm28587		
Qrsl1	76563	2700038P16Rik
Qrsl1	76563	GatA
Rad51ap2	209550	
Gm12943		
Gm16139		
Gm28166		
Ms4a7	109225	9130422I10Rik
Ms4a7	109225	A430103C15Rik
Ms4a7	109225	CD20l4
Ms4a7	109225	CFFMA
Gm13102	100041077	
D830030K20Rik		
Wfdc1		2310058A03Rik
Wfdc1		ps20
Magoh	17149	Mago-m
Magoh	17149	Mos2
Gpr137	107173	
Dnah7c	100101919	Dnahc7c
Gm49336	71844	
Gm47807		
Gm10876		
Gm17222		
Gm47808		
Gm8882		
Gm17188		
D030068K23Rik		
Pck2		1810010O14Rik
Pck2		9130022B02Rik
Gm37113		
Med9		Med25
Tor2a	30933	
Gm44726		
Gm44003		
Gm4803		
Gm4904		
Gm47821		
Gm5795		
Gm47822		
Tgds		2610017J16Rik
Tgds		2610025M23Rik
Trav4d-3		100042479
Lrrc8b	433926	2210408K08Rik
Lrrc8b	433926	R75581
Gm6867		
Rasd1	19416	Dexras1
Gm47833		
Gm8345		
Tubb2a-ps2		
Gm29318		
Olfr362		GA_x6K02T2NLDC-33797415-33796462
Olfr362		MOR158-1
Gm38349		
Rps19-ps2		Gm8683
Gm34237		
Btbd35f28		Gm14347
Fbxo2	230904	Fbs1
Fbxo2	230904	FBX2
Fbxo2	230904	NFB42
Fbxo2	230904	Prpl4
Gm1943		LOC384864
Gm11969		
Gm34411		
Trav5d-2		
Olfr363-ps		GA_x6K02T2NLDC-33798349-33797654
Ttc14	67120	2700016E08Rik
Ttc14	67120	4930434D01Rik
Ttc14	67120	4931403I22Rik
Ttc14	67120	4933402I15Rik
Ttc14	67120	cI-44
Nudcd3	209586	
Oog3	100012	
1700025M24Rik	72276	
Gm48470		
Foxa1	15375	Hnf-3a
Foxa1	15375	Hnf3a
Foxa1	15375	Tcf-3a
Foxa1	15375	Tcf3a
Hmgb1-ps1		OTTMUSG00000005439
Gm48471		
Speer6-ps1	73266	SPEER-6
Trav12d-2		ENSMUSG00000072547
Trav12d-2		Gm10888
Platr13		Gm12139
Gm12901		
Zfp451	98403	4930515K21Rik
Zfp451	98403	4933435G09Rik
Zfp451	98403	Kiaa0576-hp
Gm49597		
Rhoay-ps3		Arhay-ps3
Rhoay-ps3		RhoAy3
Gm42734		
Gm28526		
Cort	12854	CST
Cort	12854	PCST
Gm5197		
4921517D22Rik	70900	
Gm40653		
Gm19320		
Ttc16	338348	1200002K10Rik
Gm49598		
Gm32352		Gm45748
Trav9d-3		100038850
Trav9d-3		Gm10889
Med10	28077	D13Wsu50e
A930003A15Rik		
Gm12140		
Gm47679		
Hspd1-ps3		Gm12141
Zfp689	71131	4933416E05Rik
Trav5d-3		Gm17342
Trav12d-3		ENSMUSG00000072545
Btbd35f20		Gm10921
Btbd35f20		OTTMUSG00000016420
Olfr364-ps1		GA_x6K02T2NLDC-33831282-33832243
Olfr364-ps1		MOR138-4P
Olfr364-ps1		MOR138-7
Olfr1392		GA_x6K02T2QP88-6141322-6140387
Olfr1392		MOR256-25
Gm43130		
Gm8371		
Ocln	18260	Ocl
Gm42675		
Gm46388		
Gm39307	105243360	
Abat	268860	9630038C02Rik
Abat	268860	GABA-T
Gm12142		
Gm10273		
Trav13d-2		Gm8695
Gm47269		
Gm9616		
Rpl23a-ps5		Gm5275
Gm49792		
Gm10730		
Gm14348		
Trav14d-2		Gm16454
Gm48290		
Gm15678		
Gpaa1	14731	mGAA1
Gm36862		
Gm28896		
Gm14364		
Gm5755		
Chd1l	68058	4432404A22Rik
Chd1l	68058	Snf2p
Tas1r1	110326	Gpr70
Tas1r1	110326	T1r1
Tas1r1	110326	TR1
Pmfbp1	56523	1700016D22Rik
Pmfbp1	56523	F77
4921518K17Rik		
Fam114a2	67726	1810073G14Rik
Fam114a2	67726	9030624B09Rik
Smim8	66291	1810030N24Rik
Smim8	66291	2810406B13Rik
Gm44256		
BC042761		
Gm12143		
Cacng7	81904	TARP gamma 7
A230004M16Rik	102637814	
Rpl26-ps2		Gm4805
Ggta1	14594	alpha Gal
Ggta1	14594	alpha3GalT
Ggta1	14594	Gal
Ggta1	14594	GALT
Ggta1	14594	Ggta
Ggta1	14594	Ggta-1
Ggta1	14594	glycoprotein alpha galactosyl transferase 1
Itih5l-ps	634882	LOC207350
Npffr1		Gpr147
Npffr1		LOC237362
Npffr1		NPFF1
Npffr1		NPFF1R
Ttc6	70846	4921506M07Rik
Ttc6	70846	AU024163
Ttc6	70846	EG639426
Ttc6	70846	Gm9813
Ttc6	70846	LOC217602
Gm12710		
Gabrg2	14406	GABAA-R
Gabrg2	14406	Gabrg-2
Gabrg2	14406	gamma2
Prorp	66132	1110008L16Rik
Prorp	66132	Mrpp3
Gm28155		
Gm28447		
Gm27191		
Gm21094		
Gm14368		
Olfr10	18307	GA_x6K02T2QP88-6117098-6116163
Olfr10	18307	L45
Olfr10	18307	MOR256-55
Vps72	21427	Tcfl1
Vps72	21427	YL-1
Gm15260		
Lsm11	72290	2210404M20Rik
Rps15a-ps6		Gm11968
Gm48530		
Madd	228355	9630059K23Rik
Madd	228355	Rab3 GEP
Gm16505		
Fgfr1	14182	Eask
Fgfr1	14182	Fgfr-1
Fgfr1	14182	FGFR-I
Fgfr1	14182	Flt-2
Fgfr1	14182	Fr1
Fgfr1	14182	Hspy
Gm8616		
Gm44257		
Fst	14313	
Btbd35f17		Gm10922
Btbd35f17		OTTMUSG00000016437
Gm16459		
Gm21588		
Gm47617		
Gm15207		
Trav15d-2-dv6d-2		Trav15d-2/dv6d-2
Klhl6	239743	
Gm7452		
Gm6019		
Gm44539		
Sash3	74131	1200013B08Rik
Sash3	74131	SLY1
Fancd2os	70979	4931417G12Rik
Gm44151		
Cytl1		4930443F05Rik
Cytl1		C17
Cracr2a	381812	Efcab4b
Cracr2a	381812	LOC243645
Cracr2a	381812	LOC381812
Gm47799		
Mtmr2	77116	6030445P13Rik
Cacng8	81905	TARP gamma 8
4930579K19Rik		
Zeb2os		Gm13476
Gm49117		
Gm3985		
Gm44755		
Adamts17	233332	AU023434
Gm45587		
Fancd2	211651	2410150O07Rik
Nupl1		1700017F11Rik
Gm5640	434797	
Nr5a1	26423	Ad4BP
Nr5a1	26423	adrenal 4-binding protein
Nr5a1	26423	ELP
Nr5a1	26423	Ftz-F1
Nr5a1	26423	Ftzf1
Nr5a1	26423	SF-1
Nr5a1	26423	SF1
Nr5a1	26423	steroidogenic factor 1
Gm5123		
Gm12036		
H2ac5-ps		Gm11336
Serpinb9g		1600002F03Rik
Serpinb9g		NK21B
Serpinb9g		ovalbumin
Gm16261		
Gm21282	108168656	
Aftph	216549	9130023F12Rik
Xlr5d-ps		EG385383
Xlr5d-ps		Xlr5d
Gm19163		
4930563I02Rik		
Gm47040		
Gm43761		
Gm28895		
Zbtb8a	73680	2410081M15Rik
Gm9427		EG546327
1700012A03Rik	76382	
Gm48313		
Gm15256		
Dusp21	73547	1700094E07Rik
Dusp21	73547	DSP21
Il23r	209590	
Gm43075		
Speer4f1	70935	4922502J04Rik
Speer4f1	70935	SPEER-4F
Speer4f1	70935	Speer4f
Gm5925		
Pemt	18618	Pempt
Pemt	18618	Pempt2
Atp8a2		agil
Atp8a2		Ib
Atp8a2		wl
3300002P13Rik	70230	
Lyg2	332427	LOC332427
4921513H07Rik		Gm42740
Sox10	20665	gt
Sox10	20665	Sox21
Gm28894		
Elmod2	244548	9830169G11Rik
Prmt8	381813	Hrmt1l3
Prmt8	381813	Hrmt1l4
Gm4725		
Gm21829		
Zeb2	24136	9130203F04Rik
Zeb2	24136	D130016B08Rik
Zeb2	24136	SIP1
Zeb2	24136	Zfhx1b
Zeb2	24136	Zfx1b
Gm9498		
Gm29324		
Gm15252		
Hook2	170833	A630054I03Rik
Gm8486		
H2bc3	319178	H2b-143
H2bc3	319178	Hist1h2bb
Zbtb8os	67106	2010001H09Rik
Zbtb8os	67106	2310028N13Rik
Zbtb8os	67106	Arch
Gm5154		
Gm20911	108168582	
Gm45063		
Pla2g12b	69836	2010002E04Rik
Pla2g12b	69836	hlb218
Pla2g12b	69836	Pla2g13
Gm44952		
Spag8	433700	
Gm13850		
Gm6877		
Gm44070		
Gm28739		
Smok4a		
Gm42741		
Alkbh8	67667	4930562C03Rik
Alkbh8	67667	8030431D03Rik
Alkbh8	67667	9430088N01Rik
Alkbh8	67667	Abh8
Gm28741		
Gm42739		
H2ac4	319172	H2a-53
H2ac4	319172	H2A.1
H2ac4	319172	Hist1h2ab
Gm42738		
Gpr149	229357	9630018L10Rik
Gpr149	229357	Ieda
Gpr149	229357	PGR10
Gpr149	229357	R35
Gm16046		
Gm43634		
Fbxo5	67141	2510044I10Rik
Fbxo5	67141	Emi1
Fbxo5	67141	Fbxo31
Gm20912	108168655	
H3c2		H3-53
H3c2		Hist1h3b
Gm49936		
Adam28	13522	C130072N01Rik
Adam28	13522	D430033C21Rik
Adam28	13522	Dtgn1
Adam28	13522	MDC-L
Gm50468		
Gm20801	108168629	
Gpn1	74254	2410004J02Rik
Gpn1	74254	Xab1
Gm16134		
Gm28742		
Gm48268		
Gm16133		
4921515E04Rik	70886	
Gm7727		
Gm48285		
Gm18382		
Gm15777		
Gm30409		
Gm29809		
Gm48289		
Lyg1	69541	2300002O18Rik
Gm32936	102635650	
Coq2	71883	2310002F18Rik
Gm8318		
Rpp38	227522	C330006A15Rik
Gm18871		
Gm44609		
Gm17909		
Gm20049		
Gm8704		
Cep41	83922	1700017E11Rik
Cep41	83922	2810431D15Rik
Cep41	83922	Cep41
Cep41	83922	Tsga14
Gm7739		
Gm15589		
Gm6068		
Kcnh2	16511	ERG1
Kcnh2	16511	ether a go-go related
Kcnh2	16511	LQT
Kcnh2	16511	Lqt2
Kcnh2	16511	M-erg
Kcnh2	16511	merg1a
Kcnh2	16511	merg1b
Gm38172		
Gm31342		
Gm48301		
Ppp2r3c	59032	4930511A21Rik
Ppp2r3c	59032	5730412A08Rik
Ppp2r3c	59032	G4-1
Ppp2r3c	59032	G5pr
Gm48304		
Vmn1r107		Gm4519
Vmn1r107		Gm9609
Vmn1r107		Vmn1r110
Gm48305		
Plk4	20873	Sak
Plk4	20873	Stk18
Gm7047		
Gm15457		
Bex3	12070	DXWsu67e
Bex3	12070	Gcap27
Bex3	12070	Nade
Bex3	12070	Ngfrap1
Bex3	12070	p75NTR-associated Cell Death Executor
Gm43763		
Vmn1r-ps71		Gm8491
Vmn1r-ps71		Gm8562
Vmn1r-ps71		Vmn1r-ps72
Gm48330		
Gm2602		
Afm	280662	Alf
Afm	280662	alpha albumin
Gm43857		
Vmn1r111		Gm8559
Gsdmc4	74548	9030605I04Rik
Olfr694		GA_x6K02T2PBJ9-9067220-9066273
Olfr694		MOR283-9
Gm37353		
Hpcal1	53602	neural visinin-like 3
Hpcal1	53602	Nvp3
Hpcal1	53602	VILIP3
Hpcal1	53602	visinin like 3
Hpcal1	53602	Vnsl3
Usp33	170822	9830169D19Rik
Usp33	170822	Vdu1
Wdr11	207425	2900055P10Rik
Wdr11	207425	Brwd2
Wdr11	207425	Wdr11
Gm48331		
Ndufb5	66046	0610007D05Rik
Gm18052		
Gm48337		
Gm44857		
Gm10668	100043566	
Selenok-ps1	100134990	Gm12060
Gm48362		
Gm39312		
Gm49326		
Gm18458		
Gm28424		
Gm19113		
Gm9474		
Gm48315		
Nr5a1os		4933433P16Rik
Gm32281		
Vmn1r112		Gm16444
Gtf2h5	66467	2700017P07Rik
Gtf2h5	66467	2810432H05Rik
Gtf2h5	66467	D17Wsu155e
Gm19716		
Gm13444		
Vmn1r113		Gm5748
Gm13445		
Gm6913		
Gm47694		
2200002A13Rik		
Ehmt1	77683	9230102N17Rik
Ehmt1	77683	KMT1D
Pcyox1	66881	1200015P13Rik
Pcyox1	66881	PCL1
Pcyox1	66881	Pcly
Gm9013		
Gm13380		
Gm48373		
Gm16064	105246778	
Magea3	17139	Mage-a3
Tbx3os1		Gm2301
Disp3	242748	G630052C06Rik
Disp3	242748	Ptchd2
Hivep2	15273	Gm20114
Hivep2	15273	MIBP1
Hivep2	15273	Schnurri-2
Hivep2	15273	Shn-2
Gm6645		
P2ry10b		A630033H20Rik
Gm7701		
Emg1	14791	Grcc2f
Vmn1r114		Gm10669
4930548H24Rik		
Galnt1	14423	ppGaNTase-T1
Gm12864		
Gm12861		
Lhx8	16875	L3
Lhx8	16875	Lhx7
Vmn1r115		Gm8549
Gm12865		
Acbd7	78245	9230116B18Rik
Gm30313		
Magea8	17144	Mage-a8
4930566F21Rik		
Gm43399		
Vmn1r116		Gm8547
Pik3cd	18707	2410099E07Rik
Pik3cd	18707	2610208K16Rik
Pik3cd	18707	p110delta
Gm28761		
Gm42109		Gm43448
Tbx3	21386	D5Ertd189e
Spin2-ps2		EG667379
Spin2-ps2		Gm14757
Gm43472		
Gm43471		
Albfm1	622307	5830473C10Rik
Albfm1	622307	ARG
Albfm1	622307	Gm17754
Gm21599		
Sh2d4b	328381	A430109M18Rik
Vmn1r117		Gm8544
Susd3	66329	1700017I11Rik
Susd3	66329	2810440J20Rik
Gm28765		
Gm8077		
Gm45602		
Gm48393		
Magea1		Mage-a1
4930503F20Rik		
Gm10232		
Magea2	17138	Mage-a2
Gm16569		
Lpcat3		Grcc3f
Lpcat3		Mboat5
Lpcat3		Oact5
Gm8079		
Hint2	68917	1190005L05Rik
Fam92a	68099	6720467C03Rik
Magea5	17141	Mage-a5
Lratd2	399603	D330050I23Rik
Lratd2	399603	Fam84b
Raph1	77300	9430025M21Rik
Raph1	77300	C730009O10Rik
Raph1	77300	lamellipodin
Raph1	77300	Lpd
Olfr365	258656	GA_x6K02T2NLDC-33885305-33886243
Olfr365	258656	MOR138-1
Abcb7	11306	Abc7
Mrpl47		4833424P18Rik
Mrpl47		CGI-204
Mrpl47		NCM1
Gm12862		
Gm12866		
9930014A18Rik		
Gm15912		
Gm45640		
Nfu1	56748	0610006G17Rik
Nfu1	56748	CGI-33
Nfu1	56748	Hirip5
Gm6658		
Cldn34b2	73347	1700042B14Rik
Gm45641		
Gm45643		
Clic3	69454	2300003G24Rik
Gdf10	14560	Bmp3b
Ywhaq	22630	14-3-3 tau
Ywhaq	22630	14-3-3 theta
Ywhaq	22630	2700028P07Rik
Gm8213		
Chd9	109151	1810014J18Rik
Chd9	109151	9030205D12Rik
Chd9	109151	A330063D19Rik
Chd9	109151	AD013
Gm28289		
Trhr	22045	TRH-R1
Actl6a	56456	2810432C06Rik
Actl6a	56456	Actl6
Actl6a	56456	ARP4
Actl6a	56456	Baf53a
Gm9701		
2210016F16Rik	70153	
Gm28935		
Rps12l1		Gm15887
Rps12l1		Rps12-ps8
Gm44508		
Gm8388		
Gm10435		
Vmn1r118		Gm8542
A230056P14Rik		
Gm13259		
Ms4a4a		EG666907
Gm43726		
Gm9415		
Gm6057		
Gm11387		
Gm7745		
Gm44509		
Gm11575		
Obscn	380698	LOC380698
Obscn	380698	OTTMUSG00000005786
Gm11576		
Gdf2	12165	Bmp9
Nipa1		1110027G09Rik
Nipa1		A830014A18Rik
Nipa1		Spg6
Sema3c	20348	1110036B02Rik
Sema3c	20348	Semae
Tbpl1	237336	TLF
Tbpl1	237336	Tlp
Tbpl1	237336	TRF2
Tbpl1	237336	TRP
Gm5479		
Cep162	382090	4922501C03Rik
Srp19	66384	2310020D23Rik
Xlr3d-ps		EG667382
Xlr3d-ps		Xlr3d
2610206C17Rik	72495	
Gm5692		
Nat8f7	100043497	Gm4477
Gm35202		
Ms4a4c	64380	5830413L19Rik
Btbd35f4		Gm3750
Ccdc158	320696	4932413O14Rik
Igkv2-137		Gm16955
Zfand6	65098	3110005P07Rik
Zfand6	65098	Awp1
Zfand6	65098	Za20d3
Gm15888		
Plekhf1	72287	1810013P09Rik
Plekhf1	72287	LAPF
Gm44510		
Gm4726		
Gm6238		
Gm42889		
Vcp-rs		EG236937
Gm4997		
Tacstd2	56753	EGP-1
Tacstd2	56753	GA733-1
Tacstd2	56753	Ly97
Tacstd2	56753	TROP2
9530062K07Rik		
Cacng6	54378	2310033H20Rik
Gm48319		
Msx1	17701	Hox-7
Msx1	17701	Hox7
Msx1	17701	Hox7.1
Msx1	17701	msh
Msx1	17701	muscle-segment homeobox
Gm48318		
Amd-ps1		AMD3
Gm48317		
Gm49331		
Gm42666		
Gm44232		
Gm49327		
Nat8f3	93674	4833414A14Rik
Nat8f3	93674	4930583K21Rik
Nat8f3	93674	Cml3
Lama3	16774	nicein, 150kDa
Lama3	16774	[a]3B
Gm49328		
Gm49330		
Gm49329		
Gm20052		Gm34055
Alms1-ps1		
Gm37894		
Gm11386		
Hacd1	30963	Ptpla
Gm11393		
		
Gm43711		
Cbl	12402	4732447J05Rik
Cbl	12402	c-Cbl
Cbl	12402	Cbl-2
B430203G13Rik		
Gm15264		
Slc2a12	353169	GLUT-12
Slc2a12	353169	Glut12
Gm16063		
Gm6093		
Nanog-ps2		nanogPb
Gm47916		
Gm20063		
Gm46329		
Rbp3	19661	Irbp
Rbp3	19661	Rbp-3
Paqr9		1700020G04Rik
Paxx	227622	BC029214
Paxx	227622	D930050G13Rik
Paxx	227622	paralog of XRCC4 and XLF
Gm6842		
Gm5194		
Vmn2r-ps36		EG665442
Gm43191		
Olfr695		GA_x6K02T2PBJ9-9092181-9091234
Olfr695		MOR283-6
Cep85l	100038725	Gm9766
Gm11388		
Gm3757		
Gm15660		
Gm21810		
Gm3563		
Mgat4d	67555	4933434I20Rik
Gm15259		
Vmn2r33		
Gm15254		
Gm21916		
Slc35a3	229782	2310050P13Rik
Sstr1	20605	Smstr-1
Sstr1	20605	Smstr1
Sstr1	20605	sst1
Gm35037		Gm44160
Gm44039		
Usp22	216825	
Olfr696-ps1		GA_x6K02T2PBJ9-9107194-9106227
Olfr696-ps1		MOR283-13_p
Zfp488	382867	LOC382867
Btbd35f27		Gm3763
Vmn2r31	100042591	
Arhgef6	73341	1600028C08Rik
Arhgef6	73341	1700038J06Rik
Arhgef6	73341	4930592P22Rik
Arhgef6	73341	alpha-PIX
Gm14370		
Olfr697		GA_x6K02T2PBJ9-9119301-9118348
Olfr697		MOR283-5
Alms1-ps2		
Gm37008		
Gm14834		
Vmn2r32	22311	V2r5
1700110I01Rik	73549	Gm2938
1700110I01Rik	100040807	Gm2938
1700110I01Rik	100040935	Gm2938
1700110I01Rik	100042024	Gm2938
1700110I01Rik	108168173	Gm2938
1700110I01Rik	108168174	Gm2938
Gm4419		
Hltf	20585	P113
Hltf	20585	Smarca3
Hltf	20585	Snf2l3
Gm14836		
Gm46224		
Gm30083	102631856	
Plbd1	66857	1100001H23Rik
Olfr698		GA_x6K02T2PBJ9-9130754-9129519
Olfr698		MOR283-3
Gm47641		
Apoa1	11806	Alp-1
Apoa1	11806	Apoa-1
Apoa1	11806	Brp-14
Apoa1	11806	Ltw-1
Apoa1	11806	Lvtw-1
Apoa1	11806	Sep-1
Apoa1	11806	Sep-2
Apoa1	11806	Sep2
Gm43140		
Gm21894		
Gm47644		
Ccdc39	51938	4921507O14Rik
Ccdc39	51938	b2b1304Clo
Ccdc39	51938	b2b1735Clo
Ccdc39	51938	b2b2025.1Clo
Ccdc39	51938	D3Ertd789e
Ccdc39	51938	prh
Gm4526		
Gm29307		
Gm13782		
Pln	18821	PLB
Gm4528		
Nat8f5	69049	1810018F03Rik
Nat8f5	69049	Cml5
Gm48786		
Gm38410		
Gm29557		
Usp28	235323	9830148O20Rik
Gm45032		
Gm48787		
Gm20927	108168602	
Psg29		cea17
Zdhhc9	208884	9530098M12Rik
Gm47323		
Nat8f6	100504710	Gm11128
Gm16419		
Kdm5d	20592	HY
Kdm5d	20592	Jarid1d
Kdm5d	20592	Smcy
Rsc1a1		mRS1
Rsc1a1		OTTMUSG00000010365
Rsc1a1		RS1
Gm20930	108168568	
Atp13a2	74772	1110012E06Rik
Gm13435		
Ddi2	68817	1110056G13Rik
Ddi2	68817	1700027M01Rik
Ddi2	68817	9130022E05Rik
Gm11295		
Calhm1		
Gm19395		
Olfr366		GA_x6K02T2NLDC-33902472-33903401
Olfr366		MOR138-5P
Olfr366		MOR138-6
Gm10591	100504239	
Gm50388		
Gm17823		
Gm40289		Gm42505
Gm32742	102635385	
Olfr367-ps		EG545417
Olfr367-ps		GA_x6K02T2NLDC-33954853-33955794
Olfr367-ps		MOR128-1
Gm43762		
B4gat1	108902	1500032M01Rik
B4gat1	108902	B3gnt1
B4gat1	108902	B3gnt6
B4gat1	108902	BETA3GNT1
B4gat1	108902	iGNT
Calhm3		
Gm44781		
Pop4	66161	1110023P21Rik
Pop4	66161	Rpp29
Gm7706		
Gm47828		
Lmo1	109594	Rbtn-1
Lmo1	109594	Rbtn1
Lmo1	109594	Ttg1
Pou2af1	18985	Bob-1
Pou2af1	18985	BOB.1
Pou2af1	18985	Bob1
Pou2af1	18985	OBF-1
Pou2af1	18985	OBF.1
Pou2af1	18985	OCA-B
Pou2af1	18985	OCAB
4930512P04Rik		
Uprt	331487	LOC331487
Gm45271		
Gm44401		
Mfsd14a	15247	Hiat1
Vmn1r196	100312484	V1rh19
Gm21919		
Brms1	107392	
Gm28743		
Cenps		2610040C18Rik
Cenps		2810407L01Rik
Cenps		Apitd1
Gm35392	102638957	
Rai1	19377	Gt1
Gm2564		ENSMUSG00000072143
Gm28124		
H1f11-ps		Gm6970
Gm32772		Gm45035
Gm45678		
Pcf11	74737	2500001H09Rik
Pcf11	74737	5730417B17Rik
Gm45677		
Reep5	13476	Dp1
Reep5	13476	DP1/TB2
Reep5	13476	TB2/DP1
Gm2492		
Tmod4	50874	MTMOD
Tmod4	50874	Sk-Tmod
Tmod4	50874	skeletal tropomodulin
Gm47283	170942	
Gm48788		
Gm21790		
Gm4294		
Gm45676		
Gm35453		
Olfr699		GA_x6K02T2PBJ9-9168355-9167405
Olfr699		MOR283-10P
Sytl4	27359	granuphilin-a
Sytl4	27359	granuphilin-b
Sytl4	27359	Slp4
Gm21728		
