HGNC symbol	NCBI gene ID	Gene Synonym
PTPN6	5777	SHP-1
PTPN6	5777	SHP1
	647042	GOLGA6L18
		
RPL3P2		RPL3-Hom
WASF5P		Em:D84394.5
		
USP8P1		D84394.7
USP8P1		KIAA0055-hom
USP8P1		USP8P
PAXIP1-AS1		
NF1P6		Em:AP000532.C22.1
NF1P6		NF1L6
HLA-B	3106	AS
NR0B1	190	AHC
NR0B1	190	AHCH
NR0B1	190	DAX1
NR0B1	190	DSS
		
		
MED15P1		MED15P
MED15P1		PCQAPP
USP50	373509	
		
		
NXT1P1		
MUS81	80198	FLJ44872
MUS81	80198	SLX3
		
		
		
SBNO2	22904	FLJ00173
SBNO2	22904	KIAA0963
SBNO2	22904	Sno
SBNO2	22904	Stno
		
LHFPL6	10186	LHFP
LHFPL6	10186	MGC22429
		
MICB	4277	PERB11.2
UBA6	55236	FLJ10808
UBA6	55236	UBE1L2
		
STX16-NPEPL1		
		
		
		
RAP1BP3		
		
		
HNRNPH1	3187	hnRNPH
HNRNPH1	3187	HNRPH1
ROS1	6098	c-ros-1
ROS1	6098	MCF3
ROS1	6098	ROS
EMC3	55831	TMEM111
KCNA6		HBK2
KCNA6		Kv1.6
KCNA6		PPP1R96
		
GAU1		GALNT8-DT
PRDM16-DT		FLJ42875
PRDM16-DT		LINC00982
PRDM16-DT		lnc-dPrdm16
STX16	8675	hsyn16
STX16	8675	SYN16
		
GALNT8	3742	GALNAC-T8
GALNT8	26290	GALNAC-T8
REEP1	65055	C2orf23
REEP1	65055	FLJ13110
REEP1	65055	SPG31
REEP1	65055	Yip2a
		
		
		
		
CFB	629	BF
CFB	629	BFD
CFB	629	H2-Bf
		
CYP2G2P		CYP2G2
CYP2G2P		CYP2GP2
RPL15P1		dJ726N1.3
AMMECR1L	83607	MGC4268
TRBV3-1		TCRBV3S1
TRBV3-1		TCRBV9S1A1T
TRBV3-1		TRBV31
RPL9P25		
		
KIR3DL1	3811	AMB11
KIR3DL1	3811	CD158E1
KIR3DL1	3811	CD158e1/2
KIR3DL1	3811	CD158e2
KIR3DL1	3811	cl-11
KIR3DL1	3811	cl-2
KIR3DL1	3811	KIR
KIR3DL1	3811	nkat3
KIR3DL1	3811	NKB1
KIR3DL1	3811	NKB1B
TIPIN	54962	FLJ20516
RPL13AP2		
RPA2P1		RPA2P
RPS15AP3		
HLA-DQB3		D6S205
HLA-DQB3		D6S205E
HLA-DQB3		DQB3
HLA-DQB3		DVB
HLA-DQB3		HLA-DVB
MDGA2	161357	MAMDC1
	102725019	
ZNHIT3	9326	TRIP3
KAT14	57325	ATAC2
KAT14	57325	CRP2BP
KAT14	57325	CSRP2BP
KAT14	57325	dJ717M23.1
KAT14	57325	PRO1194
ELP1	8518	DYS
ELP1	8518	IKAP
ELP1	8518	IKBKAP
ELP1	8518	IKI3
ELP1	8518	TOT1
MTCO3P1		U92032.1
		
HLA-DQB1-AS1		
		
SNRPEP7		
		
OR6Y1	391112	OR6Y2
HLA-DQA2	3117	HLA-DXA
HLA-DQA2	3118	HLA-DXA
		
		
		
		
		
FAM92A1P1		FAM92A2
		
		
FANCD2	2177	FA-D2
FANCD2	2177	FACD
FANCD2	2177	FAD
FANCD2	2177	FANCD
CST7	8530	
AKAP3	10566	AKAP110
AKAP3	10566	CT82
AKAP3	10566	FSP95
AKAP3	10566	SOB1
TIFAB	497189	
HLA-DQB1	3119	CELIAC1
HLA-DQB1	3119	HLA-DQB
HLA-DQB1	3119	IDDM1
DCANP1	140947	C5orf20
DCANP1	140947	DCNP1
ATP5MC1P6		ATP5G1P6
UQCRFS1P3		
SERPINB5	5268	maspin
SERPINB5	5268	PI5
ID4	3400	bHLHb27
		
HTR5A-AS1		HTR5AOS
LINC02064		
		
KRT18P38		
		
HTR5A	3361	5-HT5A
PET117	100303755	CSRP2BP
RPL5P20		
		
LNC-LBCS		LBCS
RASA4B	100271927	
		
ERRFI1	54206	GENE-33
ERRFI1	54206	MIG-6
ERRFI1	54206	RALT
		
PSMG4	389362	C6orf86
PSMG4	389362	PAC4
CTRC	11330	CLCR
CTRC	11330	ELA4
UCN	7349	UI
UCN	7349	UROC
		
FAM66B		
CDH12P2		C41-CAD
CDH12P2		CDH12P
KIR3DL3	115653	CD158Z
KIR3DL3	115653	KIR3DL7
KIR3DL3	115653	KIR44
KIR3DL3	115653	KIRC1
		
		
	401447	
MRPS21P6		
FIBIN	387758	MGC24932
TRIM54	57159	MURF
TRIM54	57159	MURF-3
TRIM54	57159	RNF30
		
RPS27P18		
MTRNR2L2		
DEFB108C		DEFB108P2
		
OR6P1	128366	
		
ZNF705G	100131980	
		
		
GHRH	2691	GHRF
UQCRHP1		Em:AF129756.18
UQCRHP1		UQCRHP5
DHFR	1719	
	100505685	
TNKS2-AS1		
PCDHGB6	56100	PCDH-GAMMA-B6
ALDOAP2		
ATXN1-AS1		
		
EXD1	161829	EXDL1
EXD1	161829	MGC33637
PTMAP1		Em:AB023049.6
TEX36-AS1		
PPIAP9		Em:AC006046.3
PPIAP9		PPIP9
PCDHGC3	5098	PC-43
PCDHGC3	5098	PC43
PCDHGC3	5098	PCDH-GAMMA-C3
PCDHGC3	5098	PCDH2
ATXN1	6310	ATX1
ATXN1	6310	D6S504E
ATXN1	6310	SCA1
ATAT1	79969	C6orf134
ATAT1	79969	Em:AB023049.7
ATAT1	79969	FLJ13158
ATAT1	79969	MEC17
C4B-AS1		
RPL15P4		Em:AC006046.2
TTYH3	80727	KIAA1691
IGKV1-9		IGKV19
IGKV1-9		L8
OR6D1P		
		
KIR2DL1	3802	47.11
KIR2DL1	3802	CD158A
KIR2DL1	3802	cl-42
KIR2DL1	3802	nkat1
KIR2DL1	3802	p58.1
TUBB2B	347733	bA506K6.1
TUBB2B	347733	DKFZp566F223
TUBB2B	347733	MGC8685
TEX36	387718	bA383C5.1
TEX36	387718	C10orf122
DAZ2	57054	MGC126442
DAZ2	57054	pDP1678
DAZ2	57055	MGC126442
DAZ2	57055	pDP1678
DAZ2	57135	MGC126442
DAZ2	57135	pDP1678
NBPF25P		
		
MCCD1P1		OTTHUMG00000130506
HLA-T		HLA-16
EPHA8	2046	EEK
EPHA8	2046	Hek3
HCG4P8		HCGIV-08
HCG4P8		HCGIV-8
HCG4P8		HCGIV.7
CYP4A26P		CYP4A-se1[12]
HLA-A	3105	
CYP4A43P		CYP4A-se2[1]
P2RX3	5024	P2X3
CYP4A27P		CYP4A-se3[12]
SFTPA2	729238	COLEC5
SFTPA2	729238	SP-A2
SVIL2P		SVILP1
		
		
		
COMTD1	118881	FLJ23841
MEIS2	4212	HsT18361
MEIS2	4212	MRG1
KRT40	125115	FLJ36600
KRT40	125115	KA36
FCAR	2204	CD89
SLC22A23	63027	C6orf85
SLC22A23	63027	FLJ22174
IGKV2-10		
IGKV3-11		
		
		
LINC02644		
		
PHF1	5252	MTF2L2
PHF1	5252	PCL1
PHF1	5252	TDRD19C
		
ZNF510	22869	KIAA0972
		
KCNQ1OT1		KCNQ1-AS2
KCNQ1OT1		KvDMR1
KCNQ1OT1		KvLQT1-AS
KCNQ1OT1		LIT1
KCNQ1OT1		NCRNA00012
GOLGA6L10	647042	GOLGA6L18
GOLGA6L10	647042	GOLGA6L18
GOLGA6L10	101927601	GOLGA6L18
GOLGA6L10	101927601	GOLGA6L18
KCND2	3751	KIAA1044
KCND2	3751	Kv4.2
KCND2	3751	RK5
KCNQ1	3784	JLNS1
KCNQ1	3784	KCNA8
KCNQ1	3784	KCNA9
KCNQ1	3784	Kv7.1
KCNQ1	3784	KVLQT1
KCNQ1	3784	LQT
KCNQ1	3784	LQT1
KIR2DL3	3804	CD158B2
KIR2DL3	3804	cl-6
KIR2DL3	3804	nkat2
KIR2DL3	3804	nkat2a
KIR2DL3	3804	nkat2b
KIR2DL3	3804	p58
SLC22A1	6580	OCT1
PIF1	80119	C15orf20
PIF1	80119	FLJ22692
ZNF567	163081	MGC45586
SERF1B	8293	FAM2B
SERF1B	8293	H4F5C
SERF1B	728492	FAM2B
SERF1B	728492	H4F5C
RAB39A	54734	RAB39
		
KIR2DS4	3809	CD158I
KIR2DS4	3809	cl-39
KIR2DS4	3809	KKA3
KIR2DS4	3809	nkat8
		
		
MSH3	4437	DUP
MSH3	4437	MRP1
LINC02812		
KIR2DL4	3805	103AS
KIR2DL4	3805	15.212
KIR2DL4	3805	CD158D
PRX	57716	KIAA1620
NUB1	51667	BS4
NUB1	51667	NUB1L
NUB1	51667	NYREN18
		
TRIM71	131405	LIN-41
TRIM71	131405	LIN41
DDX39BP1		BAT1P1
HLA-H		
PCDHGB4	8641	CDH20
PCDHGB4	8641	FIB2
PCDHGB4	8641	PCDH-GAMMA-B4
		
CKB	1152	CKBB
SLC22A17	51310	BOCT
SLC22A17	51310	BOIT
SLC22A17	51310	NGALR
MBD2	8932	
MBL3P		COLEC2
MBL3P		MBL
HLA-G	3135	
PCDHGA10	56106	PCDH-GAMMA-A10
CFAP74	85452	C1orf222
CFAP74	85452	FLJ45476
CFAP74	85452	KIAA1751
		
GSN-AS1		C9orf31
GSN-AS1		MOST2
		
TMC3	342125	
TLE5	166	AES
TLE5	166	GRG5
		
GUSB	2990	
ZNF850	342892	ZNF850P
SLC3A2	6520	4F2
SLC3A2	6520	4F2HC
SLC3A2	6520	4T2HC
SLC3A2	6520	CD98
SLC3A2	6520	CD98HC
SLC3A2	6520	MDU1
SLC3A2	6520	NACAE
VRK2	7444	
PCDHGA5	56110	CDH-GAMMA-A5
PCDHGA5	56110	ME3
PCDHGA5	56110	PCDH-GAMMA-A5
GEMIN2P1		
		
SERTAD1	29950	SEI1
SERTAD1	29950	TRIP-Br1
		
GSN	2934	DKFZp313L0718
DEFB4B	1673	DEFB4P
DEFB4B	100289462	DEFB4P
		
PCDHGB2	56103	PCDH-GAMMA-B2
		
HSPD1P3		HSP60P1
HSPD1P3		HSP60P3
HSPD1P3		HSP60P4
HSPD1P3		HSPD1-7P
HSPD1P3		HSPDP1
HSPD1P3		HSPDP3
HSPD1P3		HSPDP4
RNF26	79102	MGC2642
PCDHGA4	56111	PCDH-GAMMA-A4
DEFB103B	55894	
KIR2DP1		KIR15
KIR2DP1		KIR2DL6
KIR2DP1		KIRY
KIR2DP1		KIRZ
		
PIP4K2B	8396	PIP5K2B
PIP4K2B	8396	PIP5KIIB
PIP4K2B	8396	PIP5KIIbeta
		
		
KIR3DP1		CD158C
KIR3DP1		KIR2DS6
KIR3DP1		KIR3DS2P
KIR3DP1		KIR48
KIR3DP1		KIRX
UGDH	7358	
IGKV1OR2-108		IGKV1/OR2-108
IGKV1OR2-108		IGKV1OR2108
IGKV1OR2-108		IGO1
		
SLC25A51P1		bA707M13.1
SLC25A51P1		MCART3P
SERTAD3	29946	RBT1
ACAT1	38	ACAT
ACAT1	38	THIL
SDF2	6388	
MED15P7		
ADH5P4		ADH5B
ADH5P4		bA707M13.2
		
IGKV1-12		IGKV112
IGKV1-12		L19
CYP2A13	1553	CPAD
CYP2A13	1553	CYP2A
CLTCL1	8218	CHC22
CLTCL1	8218	CLH22
CLTCL1	8218	CLTCL
CLTCL1	8218	CLTD
LILRA2	11027	CD85h
LILRA2	11027	ILT1
LILRA2	11027	LIR-7
LILRA2	11027	LIR7
		
		
YAF2	10138	
		
		
IGKV1-13		
		
FANCD2OS	115795	C3orf24
FANCD2OS	115795	MGC40179
IGKV2-14		
IGKV3-15		
PCDHGB1	56104	PCDH-GAMMA-B1
		
		
SLC25A3P1		FLJ40434
PCDHGA7	56108	PCDH-GAMMA-A7
		
	105375118	
	728485	
COX6CP18		
		
KCNQ1-AS1		
GMNN	51053	Gem
BLVRB	645	FLR
BLVRB	645	SDR43U1
CYCSP10		HCP10
TMC3-AS1		
		
		
CYCSP11		HCP11
EMC3-AS1		
KRT8P9		
RPS12P28		
ATP4A	495	ATP6A
UBL5P1		
DMRTB1	63948	
		
PPIAP9		Em:AC006046.3
PPIAP9		PPIP9
		
RPL15P4		Em:AC006046.2
CUTA	51596	ACHAP
CUTA	51596	C6orf82
CTSO	1519	CTSO1
		
PCDHGA1	56114	PCDH-GAMMA-A1
ZNF782	158431	FLJ16636
		
LRRC49	54839	FLJ20156
HPRT1P2		HPRTP2
ADGRA2	25960	DKFZp434C211
ADGRA2	25960	DKFZp434J0911
ADGRA2	25960	FLJ14390
ADGRA2	25960	GPR124
ADGRA2	25960	KIAA1531
ADGRA2	25960	TEM5
		
PCDHGC5	56097	PCDH-GAMMA-C5
C1QTNF5	114902	CTRP5
C1QTNF5	114902	DKFZp586B0621
C1QTNF5	114902	LORD
		
		
		
		
MFRP	83552	C1QTNF5
MFRP	83552	FLJ30570
MFRP	83552	NNO2
MFRP	83552	rd6
CCND3	896	
CCNA1	8900	CT146
CIDECP1		CICE
CIDECP1		CIDECP
		
		
VIT	5212	
PCDHGB7	56099	ME6
PCDHGB7	56099	PCDH-GAMMA-B7
		
ASNSP6		
IGKV1-16		IGKV116
IGKV1-16		L1
CHMP1B-AS1		
		
FKBPL	63943	DIR1
FKBPL	63943	NG7
FKBPL	63943	WISp39
GAPDHP26		
		
		
MKRN3	7681	D15S9
MKRN3	7681	MGC88288
MKRN3	7681	RNF63
MKRN3	7681	ZFP127
MKRN3	7681	ZNF127
		
TMEM177	80775	MGC10993
		
CYP4A44P		CYP4A-se4[2]
		
		
SNRPEP6		
MANBAL	63905	dJ1141E15.2
SMARCB1	6598	BAF47
SMARCB1	6598	hSNFS
SMARCB1	6598	Ini1
SMARCB1	6598	PPP1R144
SMARCB1	6598	RDT
SMARCB1	6598	Sfh1p
SMARCB1	6598	SNF5
SMARCB1	6598	SNF5L1
SMARCB1	6598	Snr1
		
		
		
HHIPL1	84439	KIAA1822
TRBV4-1		BV07S1J2.7
TRBV4-1		TCRBV4S1
TRBV4-1		TCRBV7S1A1N2T
TRBV4-1		TRBV41
TMCO1	54499	HP10122
TMCO1	54499	TMCC4
CISD2	493856	ERIS
CISD2	493856	Miner1
CISD2	493856	NAF-1
CISD2	493856	WFS2
CISD2	493856	ZCD2
		
PCDHGA12	26025	CDH21
PCDHGA12	26025	FIB3
PCDHGA12	26025	KIAA0588
PCDHGA12	26025	PCDH-GAMMA-A12
EDRF1	26098	C10orf137
EDRF1	26098	DKFZp586F1019
EDRF1	26098	FLJ21617
FAM138A		F379
		
SEM1	7979	C7orf76
SEM1	7979	DSS1
SEM1	7979	ECD
SEM1	7979	FLJ42280
SEM1	7979	SHFD1
SEM1	7979	Shfdg1
SEM1	7979	SHFM1
SEM1	7979	SHSF1
MRGPRE	116534	GPR167
MRGPRE	116534	mrgE
UGCG	7357	GCS
TRBV5-1		TCRBV5S1
TRBV5-1		TCRBV5S1A1T
TRBV5-1		TRBV51
ATP6V1G2	534	ATP6G
ATP6V1G2	534	ATP6G2
ATP6V1G2	534	Em:AC004181.3
ATP6V1G2	534	NG38
ATP6V1G2	534	Vma10
		
PLPPR1	54886	FLJ20300
PLPPR1	54886	LPPR1
PLPPR1	54886	MGC26189
PLPPR1	54886	PRG-3
LINC02780		
OR4G4P		
RPL19P11		
NDUFA5P8		
		
		
		
ACTR3BP4		
FAM230J		LINC01660
DOCK4-AS1		
		
PCDHGA9	56107	PCDH-GAMMA-A9
		
HLA-C	3107	D6S204
HLA-C	3107	HLA-JY3
HLA-C	3107	PSORS1
		
		
SLC9B1	150159	NHA1
SLC9B1	150159	NHEDC1
EGF	1950	
UGDH-AS1		
WDR86-AS1		
PCDHGA6	56109	PCDH-GAMMA-A6
		
OR13A1	79290	
TNFSF11	8600	CD254
TNFSF11	8600	ODF
TNFSF11	8600	OPGL
TNFSF11	8600	RANKL
TNFSF11	8600	TRANCE
SMIM14	201895	C4orf34
SMIM14	201895	FLJ13289
SUCLA2P1		Em:AB014080.4
SUCLA2P1		SUCLA2P
BBOX1	8424	BBH
BBOX1	8424	BBOX
BBOX1	8424	G-BBH
BBOX1	8424	gamma-BBH
LINC01460		
DDX39B	7919	BAT1
DDX39B	7919	D6S81E
DDX39B	7919	UAP56
DUX4L51		
RANP1		Em:AB014080.2
		
PCDHGA11	56105	PCDH-GAMMA-A11
		
CDH6	1004	
		
CUL5	8065	VACM-1
		
POTEH	23784	A26C3
POTEH	23784	ACTBL1
POTEH	23784	CT104.7
POTEH	23784	POTE22
ESRRAP2	105370105	ESTRRA
PRG3	10394	MBP2
PRG3	10394	MBPH
WDR86	349136	
SUPT4H1P2		
RPSAP40		
CLEC4D	338339	CD368
CLEC4D	338339	CLECSF8
CLEC4D	338339	Dectin-3
CLEC4D	338339	MCL
CLEC4D	338339	Mpcl
		
		
WDTC1	23038	ADP
WDTC1	23038	DCAF9
WDTC1	23038	KIAA1037
ANKRD2	26287	ARPP
ERVK-28		
		
CYP4X1	260293	MGC40051
		
OR4G11P		
AIMP1	9255	EMAP-2
AIMP1	9255	EMAPII
AIMP1	9255	p43
AIMP1	9255	SCYE1
		
TRBV6-1		TCRBV13S3
TRBV6-1		TCRBV6S1
TRBV6-1		TRBV61
SFTPA3P		COLEC6
SFTPA3P		SFTPAP1
SFTPA3P		SFTPP1
		
OR4F5	79501	
GNL2	29889	HUMAUANTIG
GNL2	29889	Ngp-1
GNL2	29889	Nog2
GNL2	29889	Nug2
POTEH-AS1		
SFTPA1	653509	COLEC4
SFTPA1	653509	SFTP1
SFTPA1	653509	SP-A
SFTPA1	653509	SP-A1
PCDHGB3	56102	PCDH-GAMMA-B3
TACC2	10579	AZU-1
TACC2	10579	ECTACC
		
TRBV7-1		TCRBV6S7P
TRBV7-1		TCRBV7S1
TRBV7-1		TRBV71
LINC02536		
PCDHGA2	56113	PCDH-GAMMA-A2
		
		
		
MAGEL2	54551	NDNL1
MAGEL2	54551	nM15
		
		
		
CDY4P		
USP9Y	8287	DFFRY
		
		
SCUBE3	222663	CEGF3
SCUBE3	222663	FLJ34743
BBOX1-AS1		
STMND1	401236	FLJ23152
SLC5A1	6523	D22S675
SLC5A1	6523	NAGT
SLC5A1	6523	SGLT1
		
FANCL	55120	FAAP43
FANCL	55120	FLJ10335
FANCL	55120	PHF9
FANCL	55120	Pog
		
		
SDAD1P2		
PCDHGB5	56101	PCDH-GAMMA-B5
		
EEF1DP6		
		
		
		
NDUFA5P1		
H2ACP1		HIST1H2APS6
C1QA	712	
		
		
CLEC4E	26253	CLECSF9
CLEC4E	26253	mincle
		
CICP27		
RPL23AP34		
PCDHGB8P		PCDH-PSI3
		
		
		
		
		
MRPL33	9553	C2orf1
MRPL33	9553	RPL33L
PCDHGB9P		PSI6
		
PCDHGA3	56112	PCDH-GAMMA-A3
SRIP1		SRIL
CYP21A1P		CYP21A
CYP21A1P		CYP21P
CYP21A1P		P450c21A
		
		
		
		
MTCYBP40		
MIPEPP3		
RBM24	221662	dJ259A10.1
RBM24	221662	FLJ30829
RBM24	221662	RNPC6
LINC01340		
LINC02494		
LINC01815		
		
CYP4A22	284541	
GRK6P1		GPRK6L
GRK6P1		GPRK6P
GRK6P1		GRK6PS
		
KRT18P62		
LINC00648		
		
PCDHGA8	9708	KIAA0327
PCDHGA8	9708	PCDH-GAMMA-A8
LINC00539		LINC00422
	112268289	
TNXA		D6S103E
TNXA		HXBL
TNXA		TNX
TNXA		XA
		
EMSY	56946	C11orf30
DNALI1	7802	dJ423B22.5
DNALI1	7802	hp28
DNALI1	7802	P28
		
		
		
SINHCAFP1		FAM60BP
SINHCAFP1		HsT2323
		
		
TAF4B	6875	TAF2C2
TAF4B	6875	TAFII105
LINC02429		
SPAG11B	10407	EDDM2B
SPAG11B	10407	EP2
SPAG11B	10407	EP2C
SPAG11B	10407	EP2D
SPAG11B	10407	HE2
SPAG11B	10407	HE2C
SPAG11B	10407	SPAG11
SPAG11B	10407	SPAG11A
SPAG11B	10407	EDDM2B
SPAG11B	10407	EP2
SPAG11B	10407	EP2C
SPAG11B	10407	EP2D
SPAG11B	10407	HE2
		
BABAM2	9577	BRCC4
BABAM2	9577	BRCC45
BABAM2	9577	BRE
HLA-DMB	3109	D6S221E
HLA-DMB	3109	RING7
LINC02619		
PCDHGC4	56098	PCDH-GAMMA-C4
TEKT3	64518	FLJ32828
		
		
POTEM	641455	ACT
POTEM	641455	P704P
POTEM	641455	POTE14beta
CSN1S2AP		CSN1S2A
SH3GL1	6455	CNSA1
SH3GL1	6455	EEN
SH3GL1	6455	MGC111371
SH3GL1	6455	SH3D2B
SH3GL1	6455	SH3P8
DERL3	91319	C22orf14
DERL3	91319	derlin-3
DERL3	91319	FLJ43842
DERL3	91319	IZP6
DERL3	91319	MGC71803
MAP2K1	5604	MAPKK1
MAP2K1	5604	MEK1
MAP2K1	5604	PRKMK1
TRBV4-2		TCRBV4S2
TRBV4-2		TCRBV7S3A2T
TRBV4-2		TRBV42
NDN	4692	HsT16328
NDN	4692	PWCR
TRMT61A	115708	C14orf172
TRMT61A	115708	FLJ40452
TRMT61A	115708	GCD14
TRMT61A	115708	Gcd14p
TRMT61A	115708	hTRM61
		
		
ZNF716	441234	FLJ46189
PPP1R26P3		KIAA0649P3
		
ZNF195	7748	
		
SERTM1	400120	C13orf36
		
		
NCOR1P3		
PRR27	401137	C4orf40
TRBV6-2		TCRBV13S2A1T
TRBV6-2		TCRBV6S2
TRBV6-2		TRBV62
		
		
		
TSPAN12	23554	NET-2
TSPAN12	23554	TM4SF12
BSNDP4		
NAT10	55226	FLJ10774
NAT10	55226	FLJ12179
NAT10	55226	hALP
NAT10	55226	KIAA1709
NAT10	55226	Kre33
NAT10	55226	NET43
FAM230A		DGCR15
		
		
		
		
CREB3L2-AS1		
PABPC1P7		
		
EEF1GP7		
		
		
		
LINC01890		
		
HLA-DMA	3108	D6S222E
HLA-DMA	3108	RING6
		
CREB3L2	64764	BBF2H7
CREB3L2	64764	TCAG_1951439
SULT1C2P2		
		
SNAPC5	10302	SNAP19
GPX7	2882	FLJ14777
GPX7	2882	GPX6
GPX7	2882	NPGPx
		
		
		
		
CYP4Z1	199974	CYP4A20
		
		
		
		
		
PWRN4		LINC01084
		
		
NEUROG1	4762	AKA
NEUROG1	4762	bHLHa6
NEUROG1	4762	Math4C
NEUROG1	4762	NEUROD3
NEUROG1	4762	ngn1
ARHGAP25	9938	KIAA0053
		
PSLNR		LA16c-83F12.6
		
VSTM5	387804	C11orf90
VSTM5	387804	LOC387804
KCNIP4	80333	CALP
KCNIP4	80333	KCHIP4
KCNIP4	80333	MGC44947
GRAMD4P2		
EHMT2	10919	BAT8
EHMT2	10919	C6orf30
EHMT2	10919	Em:AF134726.3
EHMT2	10919	G9A
EHMT2	10919	KMT1C
EHMT2	10919	NG36/G9a
SYNC	81493	SYNC1
SYNC	81493	SYNCOILIN
LINC00853		ncRNA-a4
LINC00853		PDZK1IP1-AS1
DCUN1D2-AS		DCUN1D2-AS2
MED14P1		CRSP2P
MED14P1		CXorf4P
MED14P1		MED14P
MTND1P34		
SHROOM2P1		APXLP
		
DCUN1D2	55208	C13orf17
DCUN1D2	55208	FLJ10704
DCUN1D2	55208	FLJ20092
		
TRMT112P4		
		
CYP4A22-AS1		ncRNA-a3
		
GOLGA5	9950	golgin-84
GOLGA5	9950	GOLIM5
GOLGA5	9950	ret-II
GOLGA5	9950	rfg5
PRG2	5553	BMPG
PRG2	5553	MBP
PRG2	5553	proMBP
		
THEMIS	387357	bA325O24.3
THEMIS	387357	bA325O24.4
THEMIS	387357	C6orf190
THEMIS	387357	C6orf207
THEMIS	387357	FLJ40584
THEMIS	387357	TSEPA
		
		
		
		
		
		
BAAT	570	BAT
HPRT1P3		HPRTP3
HPRT1P3		HPRTP4
		
AMZ1	155185	KIAA1950
LYARP1		
ATP5MFP6		ATP5J2P6
RPL35AP32		
		
		
		
		
POLI	11201	RAD30B
POLI	11201	RAD3OB
KRTAP3-3	85293	KAP3.3
H3P38		H3F3AP1
H3P38		HsT18159
H3P38		p48
TBCK	93627	HSPC302
TBCK	93627	MGC16169
		
CACYBPP3		
EIF2AK4	440275	GCN2
EIF2AK4	440275	KIAA1338
MRPS17P5		
RBBP4	5928	lin-53
RBBP4	5928	NURF55
RBBP4	5928	RbAp48
		
		
MMP21	118856	
TRBV7-2		TCRBV6S5A1N1
TRBV7-2		TCRBV7S2
TRBV7-2		TRBV72
KRTAP3-2	83897	KAP3.2
		
LINC02234		RP11-455B3.1
GGTLC3	728226	
KRTAP3-4P		KAP3A
KRTAP3-4P		KRTAP3P1
GRAMD4P4		
AQP7	364	AQP7L
AQP7	364	AQP9
AQP7	364	AQPap
AQP7	112267859	AQP7L
AQP7	112267859	AQP9
AQP7	112267859	AQPap
TECTB	6975	
NFKBIL1	4795	IKBL
NFKBIL1	4795	NFKBIL
		
RPL39P25		
		
		
TRBV8-1		TCRBV30S1P
TRBV8-1		TCRBV8S1P
TRBV8-1		TRBV81
GLIS1	148979	FLJ36155
		
TRBV5-2		TCRBV31S1
TRBV5-2		TCRBV5S2P
TRBV5-2		TRBV52
KRTAP3-1	83896	KAP3.1
UST-AS1		
		
		
UST	10090	2OST
TRBV6-4		TCRBV13S5
TRBV6-4		TCRBV6S4
TRBV6-4		TRBV64
KRTAP1-5	83895	KAP1.5
DUXAP8		
AGPAT1	10554	LPAAT-alpha
		
BMS1P22		
		
ZNF503	84858	FLJ45745
ZNF503	84858	MGC2555
ZNF503	84858	Nlz2
TRBV7-3		TCRBV6S1A1N1
TRBV7-3		TCRBV7S3
TRBV7-3		TRBV73
HMGCS2	3158	
		
SLC43A3	29015	DKFZp762A227
SLC43A3	29015	Eeg1
SLC43A3	29015	FOAP-13
SLC43A3	29015	PRO1659
SLC43A3	29015	SEEEG-1
DUXAP8		
		
HDAC9-AS1		
		
CSNK1G2-AS1		C19orf34
CSNK1G2-AS1		MGC39696
		
		
NPM1P13		
		
EDRF1-AS1		
		
BLMH	642	BH
		
CSNK1G2	1455	CK1g2
		
GNA12	2768	gep
LARP6	55323	acheron
LARP6	55323	FLJ11196
		
		
WASH9P		
ZNF503-AS1		
HDAC9	9734	HD7
HDAC9	9734	HDAC
HDAC9	9734	HDAC7B
HDAC9	9734	KIAA0744
HDAC9	9734	MITR
		
FYTTD1P1		
IGHV1OR15-9		IGHV1/OR15-9
IGHV1OR15-9		IGHV1OR159
IGHV1OR15-9		VSIG7
TRBV8-2		TCRBV32S1P
TRBV8-2		TRBV82
WBP1LP10		
LINC00685		CXYorf10
LINC00685		NCRNA00107
LINC00685		OTTHUMT00000055574
LINC00685		PPP2R3B-AS1
SLC20A1P3		
TMEM191B	728229	
		
HTATIP2	10553	CC3
HTATIP2	10553	FLJ26963
HTATIP2	10553	SDR44U1
HTATIP2	10553	TIP30
SLC25A48-AS1		LINC01959
PDGFA	5154	PDGF-A
PDGFA	5154	PDGF1
PMS2P2		PMS2L2
PMS2P2		PMS4
		
		
STAG3L1		DKFZP434A0131
STAG3L1		STAG3L1P
MTND4P25		
TSR3	115939	C16orf42
TSR3	115939	MGC24381
		
MTND5P27		
GTF2H4	2968	P52
GTF2H4	2968	TFB2
GTF2H4	2968	TFIIH
ANXA3	306	ANX3
PPP1R12BP2		
SLC25A48	153328	FLJ44862
SLC25A48	153328	HDMCP
CCDC130	81576	MGC10471
		
THAP10	56906	
		
		
TRBV5-3		TCRBV5S3
TRBV5-3		TCRBV5S5P
TRBV5-3		TRBV53
POM121C	100101267	
SCT	6343	
		
		
MARK2P10		
		
TRBV9		TCRBV1S1A1N1
TRBV9		TCRBV9S1
RPL31P44		
EDRF1-DT		
LINC01474		
THAP12P3		PRKRIRP3
PEPD	5184	
		
		
		
IGHV1OR15-2		IGHV1/OR15-2
		
ATP6V1G2	534	ATP6G
ATP6V1G2	534	ATP6G2
ATP6V1G2	534	Em:AC004181.3
ATP6V1G2	534	NG38
ATP6V1G2	534	Vma10
OR4F2P		hs6M1-11
